survival_prob,ci_lower,ci_upper,Group,GraftTime
0.9178104568918775,0.91365822767798,0.9217716545031546,Nationwide,226.0
0.9176296194184326,0.9134730476731489,0.9215951909988527,Nationwide,227.0
0.9173281246032734,0.9131643246777272,0.9213009768301469,Nationwide,228.0
0.9172075108205368,0.9130408239029644,0.9211832710972903,Nationwide,229.0
0.9169662356631472,0.9127937809761689,0.9209478058958348,Nationwide,230.0
0.9169058930574827,0.9127319969739224,0.9208889152135287,Nationwide,231.0
0.9168455266151185,0.9126701885851168,0.9208300012009165,Nationwide,232.0
0.9164832086832401,0.9122992278817945,0.9204763889775363,Nationwide,233.0
0.9161207952348712,0.9119281926894133,0.9201226605428504,Nationwide,234.0
0.9159395885106864,0.9117426848498392,0.9199457867805525,Nationwide,235.0
0.9155770555249311,0.9113715626813206,0.919591906797407,Nationwide,236.0
0.9153353030513616,0.9111240950252626,0.9193559122067696,Nationwide,237.0
0.9151539407959524,0.9109384513371878,0.9191788634546388,Nationwide,238.0
0.9149120285726398,0.9106908354219198,0.9189426976667558,Nationwide,239.0
0.9147304864014826,0.9105050172217483,0.9187654634822349,Nationwide,240.0
0.914609402215051,0.9103810829301361,0.9186472506476739,Nationwide,241.0
0.9141854111014411,0.9099471283908088,0.9182332973372263,Nationwide,242.0
0.9140036765422132,0.909761133126535,0.9180558555329239,Nationwide,243.0
0.913700665112516,0.9094510282473208,0.9177599909875893,Nationwide,244.0
0.9134581272758685,0.9092028215131185,0.9175231647650313,Nationwide,245.0
0.9133974807397336,0.9091407588696468,0.917463945024938,Nationwide,246.0
0.9130941272090999,0.9088303289419276,0.9171677212774181,Nationwide,247.0
0.9127300545905941,0.90845778512991,0.916812184305591,Nationwide,248.0
0.9124872265082286,0.9082093175556112,0.9165750387208852,Nationwide,249.0
0.9123657073676621,0.9080849773234266,0.9164563620182121,Nationwide,250.0
0.9121225557366772,0.9078361858960347,0.9162188927933709,Nationwide,251.0
0.9118793392695789,0.9075873373166038,0.9159813511415417,Nationwide,252.0
0.9116360579144753,0.9073384315021614,0.9157437370414123,Nationwide,253.0
0.9113926303956736,0.9070893829131607,0.9155059732913007,Nationwide,254.0
0.9112099865819674,0.9069025266996614,0.9153275738912954,Nationwide,255.0
0.9109054581458397,0.9065909849575632,0.9150301121396869,Nationwide,256.0
0.9106617213184549,0.9063416438682806,0.9147920222875152,Nationwide,257.0
0.9104178539498229,0.9060921763790692,0.9145537976953336,Nationwide,258.0
0.9102348553862153,0.9059049797936243,0.9143750290798843,Nationwide,259.0
0.9102348553862153,0.9059049797936243,0.9143750290798843,Nationwide,260.0
0.9100517463829185,0.9057176731690527,0.9141961495078724,Nationwide,261.0
0.9099296245704676,0.9055927537976058,0.9140768464250297,Nationwide,262.0
0.9096241970649047,0.9052803379182105,0.9137784602074637,Nationwide,263.0
0.9093797565685482,0.9050303138332945,0.9135396456828718,Nationwide,264.0
0.9091351845907167,0.904780162296846,0.9133006955929484,Nationwide,265.0
0.908890513882357,0.9045299177361457,0.9130616410878074,Nationwide,266.0
